85	.	1	1	.	0	.	1	2	0	.	.	1	.	2	.	.
86	3	0	1	0	.	0	1	2	.	2	2	2	.	2	.	4
87	3	0	2	0	.	.	2	4	2	2	2	4	3	4	3	1
88	2	0	1	1	1	1	3	3	1	2	3	4	3	2	3	3
89	3	3	3	2	1	1	2	2	2	4	2	4	3	3	4	2
90	0	.	1	1	0	.	0	0	0	2	1	1	1	2	2	3
91	.	1	1	1	0	.	3	2	2	1	1	3	2	2	.	3
92	4	2	3	1	.	1	4	4	3	4	3	4	4	4	3	3
93	4	.	3	2	.	1	2	3	2	3	3	3	4	4	2	2
94	4	3	4	2	1	2	3	4	3	2	3	4	3	3	3	2
95	1	4	4	1	1	2	2	4	2	3	4	3	3	0	2	2
96	1	0	0	1	0	0	1	2	1	1	1	2	2	1	4	3
97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
98	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2
99	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
100	2	2	2	.	.	.	1	1	1	2	2	.	.	.	.	1
101	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
102	4	4	3	2	1	2	4	4	.	4	4	4	4	2	2	3
103	2	2	3	2	0	1	1	1	0	2	2	3	4	3	1	.
104	4	3	4	2	1	2	4	4	1	3	1	0	2	2	4	1
105	1	0	3	1	.	0	1	2	.	1	2	3	2	2	3	3
106	3	3	3	2	2	2	3	3	3	1	2	.	.	.	.	3
107	.	.	.	1	.	.	3	3	.	2	.	2	3	.	4	2
108	.	.	3	1	.	.	3	3	3	.	3	3	.	.	.	.
109	2	2	2	1	1	1	2	2	.	.	.	.	.	.	.	2
110	3	3	4	1	0	0	1	3	1	1	1	3	4	4	4	2
111	1	3	1	2	1	0	2	0	1	4	3	1	4	3	1	3
112	1	0	1	2	1	0	1	1	0	1	0	.	.	.	.	.
113	0	0	1	.	0	1	0	0	0	1	0	1	1	1	1	3
114	1	4	2	0	0	0	1	3	1	1	1	3	0	3	2	1
115	.	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2
116	2	2	.	0	.	.	2	1	0	1	.	.	2	.	1	3
117	2	0	2	1	1	2	0	1	.	.	.	.	.	.	.	4
118	3	3	3	1	.	2	3	3	2	3	2	4	4	4	3	1
119	3	2	1	1	0	2	4	2	0	2	3	1	2	3	3	3
120	2	2	2	0	1	1	1	2	1	3	3	2	2	2	2	2
121	2	0	4	0	0	2	0	2	0	1	1	1	1	1	0	2
122	2	3	4	2	0	.	0	1	1	2	1	3	3	2	3	2
123	.	.	0	1	0	1	1	1	0	1	0	1	.	.	.	3
124	3	2	3	2	1	2	2	3	1	2	2	3	2	2	2	3
125	3	0	1	2	.	1	1	1	.	2	3	.	2	3	4	3
126	2	2	0	2	1	2	4	4	2	4	3	1	4	2	2	2
127	3	1	2	1	1	2	2	2	1	1	2	4	2	2	3	3
128	3	4	0	1	0	2	4	1	1	3	0	2	1	2	4	3
129	.	0	2	0	1	2	4	4	3	4	3	4	4	4	4	2
130	3	.	2	.	.	1	.	.	.	2	.	.	.	.	.	.
131	3	1	3	1	0	.	1	1	0	2	2	2	2	2	2	2
132	2	1	2	1	1	1	1	1	0	3	1	1	.	1	1	2
133	3	0	1	1	1	2	2	4	0	4	1	2	1	1	3	3
134	3	2	3	1	1	2	2	2	3	3	3	3	3	3	3	3
135	.	1	1	1	0	0	1	0	3	2	1	1	0	0	.	3
136	2	0	2	0	0	.	2	2	1	2	0	1	2	2	3	2
137	4	.	3	.	.	2	2	3	.	3	2	2	3	3	2	1
138	4	2	3	1	0	.	2	3	0	3	1	3	2	2	3	3
139	2	1	.	.	1	.	.	2	.	1	1	2	.	.	2	1
140	3	0	.	2	0	1	1	0	0	2	0	3	1	0	2	0
141	1	2	2	1	.	.	1	2	.	2	.	2	2	1	2	3
142	2	.	2	.	.	1	2	3	.	2	.	2	2	2	2	2
143	2	1	0	2	1	2	2	0	1	2	1	.	1	0	0	3
144	1	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
145	4	4	4	0	1	1	3	3	2	2	2	3	2	3	2	2
146	4	2	1	1	.	.	3	2	2	2	1	2	2	2	4	3
147	.	3	2	0	1	2	1	4	.	2	.	1	1	2	.	1
148	2	2	1	1	0	0	2	1	0	2	1	1	1	1	3	3
149	2	2	2	1	1	1	1	4	1	4	2	3	3	3	3	3
150	2	2	2	.	.	1	2	2	.	1	2	4	2	3	4	3
151	.	4	1	1	.	.	1	0	.	2	.	1	2	.	.	2
152	.	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.
153	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2
154	2	3	.	.	.	2	2	0	0	0	3	2	2	2	2	3
155	2	2	0	0	1	2	1	2	1	2	2	1	2	1	2	3
156	.	.	.	1	.	.	2	2	.	1	2	.	1	2	1	2
157	2	1	2	0	0	.	1	3	1	1	2	2	4	2	1	2
158	2	2	2	1	1	0	2	2	1	2	2	2	1	1	2	2
159	3	3	3	2	2	2	3	3	3	2	3	3	3	3	3	3
160	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	4
161	2	4	4	2	1	2	3	4	1	0	4	4	4	4	4	3
162	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	4
163	0	0	4	1	0	0	3	3	1	0	0	2	0	0	0	3
164	2	2	2	1	1	1	2	2	0	0	1	1	2	2	2	2
165	0	0	0	0	0	0	0	1	0	2	0	2	0	3	.	4
166	2	2	0	1	1	1	2	2	.	0	0	2	2	2	2	2
167	0	0	0	2	1	2	0	0	0	1	1	2	4	3	4	4
168	2	1	1	0	0	.	0	2	0	1	1	2	2	2	4	2
169	1	0	3	0	0	.	1	0	0	0	0	0	0	0	3	4
170	1	0	2	.	.	1	1	1	.	1	0	1	1	1	3	2
171	.	0	3	0	0	0	0	0	0	0	.	.	0	0	2	4
172	2	2	2	1	1	1	2	2	.	1	0	3	4	2	2	3
173	0	0	2	1	0	.	3	2	0	1	0	3	2	3	4	3
174	3	0	0	1	.	.	3	4	.	0	0	0	0	0	4	4
175	3	2	3	1	0	.	1	3	3	1	3	4	3	3	4	3
176	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1
177	4	4	4	1	.	.	4	2	3	2	4	3	4	4	4	2
178	1	.	0	2	1	1	4	1	1	1	1	3	2	2	3	2
179	0	0	2	0	0	.	1	2	3	0	0	1	0	2	4	4
180	1	0	3	0	0	0	1	2	0	2	1	1	1	1	2	1
181	0	0	1	1	.	.	0	0	0	0	3	0	0	0	2	2
182	1	1	2	1	1	.	2	2	1	1	2	4	3	3	4	2
183	2	.	2	1	0	.	1	1	1	1	1	2	2	2	1	1
184	1	2	1	1	1	0	2	1	3	1	2	2	2	3	2	2
185	.	.	1	0	.	0	2	3	2	2	.	4	.	3	4	4
186	0	0	2	1	0	.	1	1	0	0	0	0	0	0	3	3
187	3	1	2	1	0	1	2	2	.	1	1	3	3	2	2	2
188	3	2	0	0	0	.	2	0	1	0	1	1	2	2	1	3
189	3	4	3	1	0	.	2	4	2	1	2	2	2	3	3	3
190	.	.	3	0	.	0	2	2	1	0	.	3	0	2	4	4
191	2	1	3	1	.	.	2	3	3	3	3	3	3	4	3	3
192	2	3	3	2	1	1	2	2	.	1	.	3	2	3	3	3
193	0	0	1	1	0	0	0	2	1	0	3	1	3	0	3	1
194	3	2	2	1	2	1	1	2	2	2	2	2	2	3	2	3
195	1	0	1	0	0	0	3	1	1	1	1	2	1	2	2	3
196	0	0	1	0	0	0	0	.	2	0	1	0	0	1	1	4
197	2	1	2	1	0	1	2	1	1	1	2	1	2	1	3	3
198	2	0	1	0	0	0	2	1	2	0	2	1	1	1	1	2
199	3	.	.	1	.	.	2	.	0	2	2	3	2	2	3	3
200	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
201	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
202	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
203	2	2	2	0	0	0	2	2	0	0	0	0	0	0	0	2
204	1	0	1	0	0	0	1	4	0	2	1	4	1	1	3	4
205	4	3	4	0	1	0	3	3	2	3	3	3	3	3	2	3
206	0	0	3	0	0	0	1	1	0	2	0	1	0	0	2	3
207	0	0	2	1	0	0	1	1	0	2	1	3	1	1	2	2
208	1	0	3	0	.	0	2	3	2	2	2	3	2	2	3	2
209	0	.	0	0	0	0	1	0	0	2	0	0	0	0	0	3
210	1	2	2	.	.	.	2	2	.	.	2	2	3	2	2	3
211	0	0	1	0	0	0	3	3	0	2	0	3	0	2	4	3
212	0	0	3	1	0	0	2	1	0	2	0	2	2	2	3	3
213	2	1	0	0	.	.	0	2	1	2	2	2	.	1	3	3
214	.	1	1	0	.	0	.	2	.	2	1	1	.	3	2	2
215	1	0	2	1	0	1	1	2	.	2	2	3	2	2	4	2
216	0	0	3	.	.	.	0	1	.	2	1	3	.	.	3	2
217	2	0	2	.	.	.	1	1	1	2	0	2	2	1	2	3
218	3	0	4	0	0	.	1	3	0	2	2	3	2	2	3	3
219	1	1	3	1	1	.	3	1	3	3	3	2	2	1	3	2
220	1	2	3	1	0	1	1	1	0	2	1	1	2	2	3	3
221	0	0	1	1	0	0	1	1	0	1	3	4	0	0	2	3
222	0	0	3	0	0	.	1	0	0	2	0	1	2	1	1	3
223	0	0	2	0	0	.	1	1	2	2	2	3	2	3	0	1
224	0	.	2	1	.	0	2	0	.	2	0	1	2	2	2	3
225	3	3	2	1	0	1	3	3	.	3	3	3	3	3	3	2
226	2	0	2	0	.	.	2	0	1	2	2	0	0	0	4	4
227	2	2	4	2	.	.	2	2	2	2	3	3	2	3	3	3
228	2	2	0	1	0	0	1	1	0	1	0	0	0	0	0	2
229	.	.	.	0	0	.	2	3	3	2	.	3	0	.	4	3
230	.	.	2	0	0	.	2	2	1	2	2	3	3	2	4	2
231	1	1	2	0	.	.	2	3	.	2	.	.	.	2	1	3
232	2	1	2	1	.	.	.	.	.	.	.	.	.	.	.	.
233	4	2	2	1	0	.	1	4	0	3	2	4	3	3	1	3
234	4	3	2	2	.	.	2	2	1	2	2	2	3	2	2	2
235	.	.	.	0	0	0	3	3	2	1	0	2	.	2	3	2
236	3	1	2	0	0	0	1	1	0	1	0	1	1	0	1	3
237	2	1	2	0	0	0	2	1	2	2	1	1	1	2	4	3
238	2	0	2	0	0	0	2	2	0	2	1	1	2	1	2	4
239	0	0	0	0	0	1	1	1	0	2	0	3	1	1	2	3
240	0	0	1	0	0	0	0	0	0	3	0	1	0	1	.	3
241	1	2	4	0	1	0	1	3	0	1	0	3	1	2	3	3
242	0	0	1	0	0	.	1	1	1	1	4	1	1	2	4	3
243	2	0	4	1	0	0	2	2	0	1	2	1	1	2	2	4
244	2	3	3	1	2	1	2	4	0	3	.	2	3	3	2	4
245	0	2	3	0	0	0	2	0	0	0	0	1	0	0	1	2
246	2	0	0	0	0	.	0	0	0	0	1	0	0	0	1	4
247	3	1	4	1	.	1	2	3	2	4	2	4	3	3	3	3
248	.	.	.	0	0	0	0	0	0	1	0	1	.	1	2	4
249	3	2	2	0	0	0	2	3	1	1	.	3	2	1	2	3
250	0	0	3	1	.	.	2	2	0	2	1	4	2	2	4	2
251	3	0	2	1	0	.	2	0	2	3	0	2	2	1	4	1
252	4	4	1	0	.	.	3	4	3	3	.	3	2	3	3	3
253	2	1	0	2	1	2	2	0	.	4	.	1	4	3	1	3
254	1	0	3	1	0	2	2	2	1	3	2	3	3	3	2	3
255	.	0	0	0	.	.	2	2	0	3	1	2	1	1	1	3
256	2	4	4	1	1	.	3	3	2	4	3	2	3	4	4	2
257	0	0	4	.	0	.	0	1	1	1	0	2	1	2	3	3
258	2	2	0	2	0	0	0	0	2	2	1	2	2	2	2	0
259	1	1	4	0	.	.	2	2	0	2	2	4	2	3	4	3
260	3	0	3	.	0	.	2	1	2	2	2	3	2	1	3	3
261	1	0	1	0	0	.	2	0	0	1	.	0	0	1	0	3
262	4	2	2	1	0	0	3	3	0	4	2	4	0	2	4	3
263	0	2	3	.	.	.	2	3	1	3	3	4	3	3	4	3
264	1	2	3	0	.	1	2	1	0	1	1	2	2	2	3	1
265	2	3	.	0	.	1	0	3	3	3	3	1	3	3	3	3
266	3	4	2	.	.	.	2	2	0	2	2	3	2	2	3	3
267	1	0	3	0	0	2	2	3	0	2	.	0	0	0	0	4
268	.	.	2	.	.	1	2	2	3	2	.	4	4	4	4	2
269	.	.	0	.	.	.	.	.	.	.	.	.	.	.	.	.
270	0	0	3	.	.	.	0	0	0	1	0	1	0	1	.	3
271	4	4	3	1	.	.	3	4	3	2	3	4	3	3	4	3
272	0	0	2	0	0	.	0	2	0	2	0	.	.	0	.	2
273	3	1	3	1	.	.	2	1	3	2	1	2	2	2	3	3
274	3	2	3	0	.	.	2	3	1	3	2	2	.	.	2	1
275	3	2	1	1	.	1	1	0	2	0	2	0	1	0	1	2
276	3	4	2	0	0	0	2	2	0	2	2	2	2	1	3	2
277	3	2	1	.	0	0	1	1	1	2	4	3	1	2	1	3
278	0	0	2	0	0	1	1	1	0	1	0	0	0	1	3	2
279	1	.	3	1	0	0	2	2	0	1	2	2	0	2	1	2
280	2	0	0	1	0	1	0	1	0	0	0	1	0	2	1	1
281	0	0	3	0	0	0	1	2	0	2	0	.	.	.	.	4
282	2	2	3	0	0	0	2	3	2	2	3	4	3	3	2	3
283	2	3	1	.	.	.	2	2	2	2	2	2	0	2	3	3
284	.	.	4	.	.	.	2	3	.	2	.	4	.	3	3	3
285	0	0	3	0	0	0	1	2	0	3	0	4	1	2	2	2
286	3	1	3	1	0	1	2	1	0	2	0	1	1	1	4	3
287	4	2	1	0	0	.	2	1	1	2	3	1	3	3	.	2
288	.	2	2	.	.	.	2	1	1	1	0	3	2	3	3	2
289	1	3	0	0	0	0	.	.	1	0	0	0	0	1	.	.
290	3	4	0	2	0	2	1	2	0	3	2	3	2	3	3	3
291	1	0	2	1	0	0	0	2	1	2	.	2	0	0	2	2
292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
293	3	1	0	1	.	.	1	1	0	4	.	1	2	1	2	2
294	2	2	3	1	.	.	2	2	2	2	2	2	2	2	2	2
295	1	1	2	0	0	0	1	0	0	2	2	3	1	1	1	4
296	.	1	3	.	.	.	2	2	.	2	2	3	.	.	.	3
297	3	0	3	2	0	.	1	3	1	2	1	2	4	3	2	3
298	3	0	3	.	0	1	0	1	1	4	3	2	0	1	1	2
299	1	1	4	1	0	.	3	2	1	2	2	3	2	2	1	1
300	2	2	3	.	.	.	3	4	1	3	1	3	3	3	2	2
301	3	0	2	0	0	0	1	1	0	2	1	0	0	0	0	3
302	3	3	2	.	.	.	3	1	1	3	.	0	1	2	1	0
303	3	1	2	1	0	.	2	3	0	3	2	2	2	1	3	3
304	3	1	3	1	0	.	2	2	0	2	.	2	.	2	3	2
305	4	0	2	0	0	0	2	2	.	4	.	2	2	2	3	4
306	2	0	2	1	0	0	2	1	0	1	1	0	1	1	0	3
307	2	0	3	1	.	.	1	0	0	3	1	2	2	2	3	2
308	2	.	4	.	.	.	2	3	0	3	0	4	3	3	3	2
309	2	.	2	0	0	.	1	3	0	2	0	1	2	0	3	2
310	2	2	2	0	.	.	0	2	0	2	2	.	.	.	2	3
311	0	0	3	.	0	.	1	2	1	1	1	2	.	2	2	4
312	3	2	2	1	0	.	3	3	1	1	.	1	.	3	2	3
313	2	0	3	.	.	.	2	2	0	1	0	2	1	1	2	2
314	2	1	2	0	0	.	2	2	0	2	1	3	0	0	3	3
315	3	1	4	0	0	0	3	3	2	3	2	3	4	3	2	1
316	1	0	2	1	0	.	0	2	1	2	3	1	2	2	0	4
317	4	4	4	.	0	.	3	2	2	3	2	3	2	2	1	2
318	.	2	2	.	.	.	.	.	.	.	.	.	.	.	.	4
319	3	3	1	0	0	1	2	2	2	3	3	3	0	3	3	3
320	4	4	4	1	2	2	4	4	3	4	4	4	4	3	3	.
321	2	3	3	1	1	1	2	1	0	1	2	2	2	2	3	1
322	2	0	0	0	0	0	1	0	0	0	.	0	1	2	3	1
323	2	1	2	0	0	0	2	0	1	2	2	0	1	0	1	3
324	4	4	2	2	.	.	2	2	3	4	4	2	4	2	4	1
325	2	.	2	2	0	0	0	0	0	1	1	0	0	1	3	3
326	2	2	2	1	0	.	2	0	0	2	2	0	2	1	1	1
327	.	0	0	.	.	.	0	3	0	.	.	.	.	3	3	4
328	3	1	2	.	.	.	2	3	1	2	2	2	1	1	2	3
329	3	2	2	.	.	.	2	0	.	2	0	.	2	2	0	3
330	3	2	3	.	.	.	2	2	0	2	0	3	3	2	.	2
331	1	1	2	0	.	.	1	0	0	1	1	1	1	0	0	3
332	2	2	2	0	.	.	1	0	0	2	2	0	2	1	0	3
333	2	0	2	0	.	.	1	3	.	3	1	3	4	4	3	2
334	1	0	1	0	0	0	0	2	0	3	0	2	1	2	.	3
335	4	1	2	2	1	0	2	.	1	3	2	2	.	3	4	2
336	3	3	3	0	1	2	2	0	0	2	3	2	4	2	4	3
337	2	0	0	0	0	0	1	0	1	2	0	.	.	.	.	3
338	3	0	2	.	0	1	1	3	2	2	2	3	2	3	1	2
339	3	2	1	0	0	.	2	2	1	2	2	2	2	2	2	3
340	4	3	4	.	2	.	2	4	2	2	3	3	2	2	.	4
341	2	0	2	1	0	.	2	2	.	2	2	.	2	0	3	2
342	2	2	1	1	0	.	1	1	1	2	.	1	1	0	1	1
343	4	0	3	1	0	1	3	2	2	2	0	3	0	2	3	1
344	0	2	3	1	0	.	2	1	0	2	2	0	2	2	0	2
345	3	1	1	1	0	0	0	1	0	1	1	1	1	2	1	3
346	4	3	2	1	.	1	3	3	2	2	2	3	2	3	2	2
347	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
348	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
349	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	4
350	4	4	4	2	1	1	0	3	1	1	2	4	4	4	4	3
351	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
352	0	0	0	0	0	0	.	0	0	0	0	0	0	0	0	.
353	3	3	2	1	1	1	2	0	0	3	3	3	2	3	2	2
354	4	4	3	1	0	1	2	3	2	.	.	3	3	3	3	3
355	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2
356	.	4	4	2	2	2	4	4	3	4	4	.	4	4	4	4
357	3	3	2	1	.	1	3	3	3	2	2	2	2	2	3	1
358	4	0	4	0	.	.	0	0	.	1	3	1	1	1	2	4
359	1	1	1	1	.	.	0	0	1	0	1	1	1	1	1	1
360	4	2	1	0	0	1	2	2	1	3	2	3	2	2	3	2
361	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
362	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
363	.	.	.	1	1	1	1	1	0	1	3	0	.	2	.	3
364	2	0	2	0	.	0	3	2	2	3	1	4	2	2	2	2
365	3	2	3	0	1	0	2	4	2	3	2	2	3	1	2	2
366	4	2	4	2	1	2	1	3	3	1	2	3	3	4	3	3
367	3	2	2	1	0	1	1	2	2	2	1	1	2	3	3	3
368	4	3	3	1	1	1	2	2	1	2	3	3	3	4	3	3
369	2	2	3	0	0	0	2	3	3	0	2	3	2	3	2	3
370	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2
371	1	0	1	.	.	0	1	0	1	2	3	2	1	1	1	2
372	.	.	.	.	.	.	2	2	3	3	.	2	.	.	.	3
373	2	1	2	2	0	.	0	2	1	4	1	2	1	0	1	2
374	3	2	2	1	.	.	2	2	.	2	3	3	3	2	3	2
375	3	3	3	1	1	1	2	2	2	3	2	3	3	3	3	2
376	0	0	2	1	.	0	0	0	0	3	2	1	1	1	2	4
377	.	.	.	.	.	.	.	.	.	.	.	.	2	2	2	.
378	4	1	2	0	0	2	2	1	.	2	2	1	2	1	3	3
379	3	4	2	0	1	0	1	2	3	3	4	4	4	4	4	2
380	3	0	3	0	0	1	0	0	0	1	1	1	2	2	2	4
381	2	2	3	1	0	1	3	1	.	2	3	1	.	.	.	3
382	2	1	2	1	1	1	2	2	1	1	2	.	2	2	3	2
383	.	.	3	.	0	1	2	1	1	0	2	1	1	.	3	3
384	2	3	1	0	1	0	2	0	1	0	1	3	3	2	0	3
385	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
386	3	2	1	.	0	1	2	0	1	4	1	3	.	0	2	3
387	4	3	3	2	0	.	1	3	3	2	4	3	2	2	1	2
388	4	.	4	.	.	.	.	3	.	3	.	2	3	3	2	3
389	4	2	3	1	1	1	2	3	2	1	3	2	3	2	2	1
390	1	0	1	.	.	1	0	0	0	0	2	1	0	0	0	4
391	2	2	2	0	0	0	2	2	.	2	0	2	2	2	2	2
392	.	.	0	1	0	.	.	.	.	2	2	3	.	1	2	2
393	3	0	1	0	.	1	1	1	1	2	2	1	1	0	1	3
394	1	2	2	1	0	.	1	1	.	1	0	2	2	2	1	1
395	4	3	3	0	0	.	3	2	0	3	1	2	3	3	3	2
396	3	1	2	1	0	0	0	1	0	2	3	0	1	1	0	3
397	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
398	3	0	3	1	1	1	3	3	2	2	3	3	3	3	3	3
399	4	1	3	1	.	0	1	2	3	2	3	3	1	1	2	3
400	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
401	2	0	1	.	0	2	1	1	3	2	2	2	.	.	2	3
402	4	2	2	0	.	2	2	0	1	1	2	2	2	2	2	3
403	3	4	4	2	.	.	3	3	3	3	3	4	3	3	4	3
404	2	1	2	2	1	.	2	3	1	2	1	2	2	2	1	3
405	4	3	3	.	.	2	1	1	3	3	0	3	3	4	4	2
406	3	0	2	2	0	1	2	2	1	4	3	2	3	2	4	3
407	2	2	1	0	1	0	0	0	0	2	2	2	2	2	2	4
408	3	2	3	1	1	.	3	3	2	3	2	3	3	3	3	1
409	4	2	3	1	0	.	2	1	3	2	2	2	2	3	4	2
410	4	3	2	1	.	2	2	1	1	2	3	3	2	2	2	3
411	1	2	2	1	0	.	1	0	1	3	2	.	1	1	1	2
