     3.000     3.000     3.000     1.000     2.000         *     2.000     3.000     4.000     1.000     2.000     2.000     3.000     2.000     2.000     2.000     0.000     0.675     0.325     2.000   60 1779
     1.000         *     1.000     0.000         *         *     1.000     0.000     2.000     1.000         *         *     1.000     2.000     2.000     2.000     0.878     0.000     0.122     1.000   61 1779
     2.000     0.000     2.000     1.000     2.000     0.000     2.000     0.000     3.000     2.000     0.000         *         *     4.000     3.000     3.000     0.000     0.044     0.956     3.000   62 1779
     3.000     1.000     1.000     0.000         *         *     0.000     3.000     4.000         *     1.000     3.000     0.000     2.000     0.000     2.000     0.929     0.000     0.071     1.000   63 1779
     4.000     4.000     3.000     1.000     2.000     2.000     4.000     4.000     3.000     3.000     4.000     4.000     3.000     3.000     4.000     4.000     0.000     1.000     0.000     2.000   64 1779
     3.000     0.000     3.000     1.000     0.000         *     1.000     0.000     4.000     0.000     2.000         *     1.000     1.000     1.000     1.000     0.997     0.000     0.003     1.000   65 1779
     1.000     0.000     1.000     0.000         *         *     2.000     1.000     3.000     2.000     2.000     0.000     1.000     3.000     3.000     2.000     0.047     0.000     0.953     3.000   66 1779
     2.000     1.000     0.000     1.000     0.000         *     0.000     2.000     3.000         *     2.000         *     1.000     2.000     1.000     0.000     0.973     0.000     0.027     1.000   67 1779
     3.000     2.000     3.000     2.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     4.000     1.000     3.000     0.000     0.009     0.991     3.000   68 1779
     3.000     3.000     2.000     1.000     1.000     1.000     1.000     3.000     1.000     2.000     2.000     1.000     3.000     2.000     3.000     2.000     0.000     0.164     0.836     3.000   69 1779
     4.000     3.000     2.000     1.000     1.000     1.000     2.000     3.000     2.000     2.000     2.000     3.000     4.000     4.000     3.000     4.000     0.000     0.999     0.001     2.000   70 1779
     4.000     1.000     3.000     1.000     1.000         *     2.000     3.000     2.000     3.000     1.000     3.000     4.000     3.000     4.000     3.000     0.000     0.998     0.002     2.000   71 1779
         *         *     2.000     0.000     0.000     0.000         *     2.000     2.000         *     0.000         *     3.000         *         *     1.000     0.542     0.000     0.458     1.000   72 1779
     2.000     0.000     3.000     0.000         *         *     1.000     0.000     3.000     1.000     1.000     0.000     1.000     2.000     2.000     1.000     0.979     0.000     0.021     1.000   73 1779
     4.000     0.000     2.000     1.000         *     1.000     1.000     1.000     4.000     0.000     3.000         *     3.000     0.000     1.000     2.000     0.817     0.000     0.183     1.000   74 1779
     0.000     0.000     1.000     1.000     1.000         *     1.000     0.000     2.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000   75 1779
     2.000     2.000     2.000     1.000     0.000     1.000     2.000     2.000     3.000     3.000     2.000     2.000     1.000     2.000     3.000     1.000     0.000     0.001     0.999     3.000   76 1779
     1.000     1.000     2.000     1.000         *         *     2.000     2.000     2.000         *     2.000     2.000     2.000     2.000     2.000     3.000     0.004     0.001     0.996     3.000   77 1779
     3.000     2.000     4.000     1.000     1.000         *     2.000     3.000     3.000         *     4.000     2.000     3.000     2.000     4.000     2.000     0.000     0.959     0.041     2.000   78 1779
     1.000     0.000     3.000     2.000     0.000     0.000     1.000     2.000     3.000         *     2.000         *     2.000     2.000     2.000     2.000     0.053     0.000     0.947     3.000   79 1779
     3.000     0.000     3.000     1.000     0.000     1.000     1.000     3.000     1.000     1.000     1.000     0.000     3.000     2.000     1.000     1.000     0.040     0.000     0.960     3.000   80 1779
     0.000     0.000     0.000     2.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000   81 1779
     2.000     0.000     2.000     0.000     0.000     1.000     1.000     1.000     3.000     1.000     2.000     2.000     1.000     2.000     2.000     2.000     0.351     0.000     0.649     3.000   82 1779
     2.000     0.000     3.000     1.000         *         *     3.000     3.000     1.000         *     2.000     1.000     2.000     4.000     2.000     3.000     0.000     0.076     0.924     3.000   83 1779
     2.000     0.000     3.000         *     1.000     2.000     2.000     3.000     2.000     1.000     2.000     1.000     4.000     2.000     2.000     3.000     0.000     0.035     0.965     3.000   84 1779
         *     1.000     1.000         *     0.000         *     1.000     2.000         *     0.000         *         *     1.000         *     2.000         *     0.601     0.000     0.399     1.000   85 1779
     3.000     0.000     1.000     0.000         *     0.000     1.000     2.000     4.000         *     2.000     2.000     2.000         *     2.000         *     0.211     0.000     0.789     3.000   86 1779
     3.000     0.000     2.000     0.000         *         *     2.000     4.000     1.000     2.000     2.000     2.000     4.000     3.000     4.000     3.000     0.000     0.890     0.110     2.000   87 1779
     2.000     0.000     1.000     1.000     1.000     1.000     3.000     3.000     3.000     1.000     2.000     3.000     4.000     3.000     2.000     3.000     0.000     0.203     0.797     3.000   88 1779
     3.000     3.000     3.000     2.000     1.000     1.000     2.000     2.000     2.000     2.000     4.000     2.000     4.000     3.000     3.000     4.000     0.000     0.997     0.003     2.000   89 1779
     0.000         *     1.000     1.000     0.000         *     0.000     0.000     3.000     0.000     2.000     1.000     1.000     1.000     2.000     2.000     0.999     0.000     0.001     1.000   90 1779
         *     1.000     1.000     1.000     0.000         *     3.000     2.000     3.000     2.000     1.000     1.000     3.000     2.000     2.000         *     0.002     0.000     0.997     3.000   91 1779
     4.000     2.000     3.000     1.000         *     1.000     4.000     4.000     3.000     3.000     4.000     3.000     4.000     4.000     4.000     3.000     0.000     1.000     0.000     2.000   92 1779
     4.000         *     3.000     2.000         *     1.000     2.000     3.000     2.000     2.000     3.000     3.000     3.000     4.000     4.000     2.000     0.000     0.999     0.001     2.000   93 1779
     4.000     3.000     4.000     2.000     1.000     2.000     3.000     4.000     2.000     3.000     2.000     3.000     4.000     3.000     3.000     3.000     0.000     1.000     0.000     2.000   94 1779
     1.000     4.000     4.000     1.000     1.000     2.000     2.000     4.000     2.000     2.000     3.000     4.000     3.000     3.000     0.000     2.000     0.000     0.973     0.027     2.000   95 1779
     1.000     0.000     0.000     1.000     0.000     0.000     1.000     2.000     3.000     1.000     1.000     1.000     2.000     2.000     1.000     4.000     0.726     0.000     0.274     1.000   96 1779
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     0.001     0.998     3.000   98 1779
     2.000     2.000     2.000         *         *         *     1.000     1.000     1.000     1.000     2.000     2.000         *         *         *         *     0.131     0.002     0.867     3.000  100 1779
     4.000     4.000     3.000     2.000     1.000     2.000     4.000     4.000     3.000         *     4.000     4.000     4.000     4.000     2.000     2.000     0.000     1.000     0.000     2.000  102 1779
     2.000     2.000     3.000     2.000     0.000     1.000     1.000     1.000         *     0.000     2.000     2.000     3.000     4.000     3.000     1.000     0.000     0.003     0.997     3.000  103 1779
     4.000     3.000     4.000     2.000     1.000     2.000     4.000     4.000     1.000     1.000     3.000     1.000     0.000     2.000     2.000     4.000     0.000     0.905     0.095     2.000  104 1779
     1.000     0.000     3.000     1.000         *     0.000     1.000     2.000     3.000         *     1.000     2.000     3.000     2.000     2.000     3.000     0.012     0.000     0.988     3.000  105 1779
     3.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     1.000     2.000         *         *         *         *     0.000     1.000     0.000     2.000  106 1779
         *         *         *     1.000         *         *     3.000     3.000     2.000         *     2.000         *     2.000     3.000         *     4.000     0.000     0.699     0.301     2.000  107 1779
         *         *     3.000     1.000         *         *     3.000     3.000         *     3.000         *     3.000     3.000         *         *         *     0.000     0.968     0.032     2.000  108 1779
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000         *         *         *         *         *         *         *     0.009     0.142     0.848     3.000  109 1779
     3.000     3.000     4.000     1.000     0.000     0.000     1.000     3.000     2.000     1.000     1.000     1.000     3.000     4.000     4.000     4.000     0.000     0.482     0.518     3.000  110 1779
     1.000     3.000     1.000     2.000     1.000     0.000     2.000     0.000     3.000     1.000     4.000     3.000     1.000     4.000     3.000     1.000     0.000     0.014     0.986     3.000  111 1779
     1.000     0.000     1.000     2.000     1.000     0.000     1.000     1.000         *     0.000     1.000     0.000         *         *         *         *     0.972     0.000     0.028     1.000  112 1779
     0.000     0.000     1.000         *     0.000     1.000     0.000     0.000     3.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000  113 1779
     1.000     4.000     2.000     0.000     0.000     0.000     1.000     3.000     1.000     1.000     1.000     1.000     3.000     0.000     3.000     2.000     0.018     0.000     0.982     3.000  114 1779
         *     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     0.007     0.993     3.000  115 1779
     2.000     2.000         *     0.000         *         *     2.000     1.000     3.000     0.000     1.000         *         *     2.000         *     1.000     0.595     0.000     0.405     1.000  116 1779
     2.000     0.000     2.000     1.000     1.000     2.000     0.000     1.000     4.000         *         *         *         *         *         *         *     0.413     0.002     0.585     3.000  117 1779
     3.000     3.000     3.000     1.000         *     2.000     3.000     3.000     1.000     2.000     3.000     2.000     4.000     4.000     4.000     3.000     0.000     1.000     0.000     2.000  118 1527
     3.000     2.000     1.000     1.000     0.000     2.000     4.000     2.000     3.000     0.000     2.000     3.000     1.000     2.000     3.000     3.000     0.000     0.004     0.996     3.000  119 1527
     2.000     2.000     2.000     0.000     1.000     1.000     1.000     2.000     2.000     1.000     3.000     3.000     2.000     2.000     2.000     2.000     0.001     0.001     0.998     3.000  120 1527
     2.000     0.000     4.000     0.000     0.000     2.000     0.000     2.000     2.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.993     0.000     0.007     1.000  121 1527
     2.000     3.000     4.000     2.000     0.000         *     0.000     1.000     2.000     1.000     2.000     1.000     3.000     3.000     2.000     3.000     0.000     0.001     0.999     3.000  122 1527
         *         *     0.000     1.000     0.000     1.000     1.000     1.000     3.000     0.000     1.000     0.000     1.000         *         *         *     0.991     0.000     0.009     1.000  123 1527
     3.000     2.000     3.000     2.000     1.000     2.000     2.000     3.000     3.000     1.000     2.000     2.000     3.000     2.000     2.000     2.000     0.000     0.338     0.662     3.000  124 1527
     3.000     0.000     1.000     2.000         *     1.000     1.000     1.000     3.000         *     2.000     3.000         *     2.000     3.000     4.000     0.000     0.006     0.994     3.000  125 1527
     2.000     2.000     0.000     2.000     1.000     2.000     4.000     4.000     2.000     2.000     4.000     3.000     1.000     4.000     2.000     2.000     0.000     0.990     0.010     2.000  126 1527
     3.000     1.000     2.000     1.000     1.000     2.000     2.000     2.000     3.000     1.000     1.000     2.000     4.000     2.000     2.000     3.000     0.000     0.027     0.973     3.000  127 1527
     3.000     4.000     0.000     1.000     0.000     2.000     4.000     1.000     3.000     1.000     3.000     0.000     2.000     1.000     2.000     4.000     0.001     0.000     0.999     3.000  128 1527
         *     0.000     2.000     0.000     1.000     2.000     4.000     4.000     2.000     3.000     4.000     3.000     4.000     4.000     4.000     4.000     0.000     1.000     0.000     2.000  129 1527
     3.000         *     2.000         *         *     1.000         *         *         *         *     2.000         *         *         *         *         *     0.099     0.142     0.759     3.000  130 1527
     3.000     1.000     3.000     1.000     0.000         *     1.000     1.000     2.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     0.022     0.000     0.978     3.000  131 1527
     2.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     0.000     3.000     1.000     1.000         *     1.000     1.000     0.875     0.000     0.125     1.000  132 1527
     3.000     0.000     1.000     1.000     1.000     2.000     2.000     4.000     3.000     0.000     4.000     1.000     2.000     1.000     1.000     3.000     0.003     0.000     0.997     3.000  133 1527
     3.000     2.000     3.000     1.000     1.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     0.000     0.993     0.007     2.000  134 1527
         *     1.000     1.000     1.000     0.000     0.000     1.000     0.000     3.000     3.000     2.000     1.000     1.000     0.000     0.000         *     1.000     0.000     0.000     1.000  135 1527
     2.000     0.000     2.000     0.000     0.000         *     2.000     2.000     2.000     1.000     2.000     0.000     1.000     2.000     2.000     3.000     0.169     0.000     0.831     3.000  136 1527
     4.000         *     3.000         *         *     2.000     2.000     3.000     1.000         *     3.000     2.000     2.000     3.000     3.000     2.000     0.000     0.856     0.144     2.000  137 1527
     4.000     2.000     3.000     1.000     0.000         *     2.000     3.000     3.000     0.000     3.000     1.000     3.000     2.000     2.000     3.000     0.000     0.002     0.998     3.000  138 1527
     2.000     1.000         *         *     1.000         *         *     2.000     1.000         *     1.000     1.000     2.000         *         *     2.000     0.092     0.003     0.905     3.000  139 1527
     3.000     0.000         *     2.000     0.000     1.000     1.000     0.000     0.000     0.000     2.000     0.000     3.000     1.000     0.000     2.000     0.980     0.000     0.020     1.000  140 1527
     1.000     2.000     2.000     1.000         *         *     1.000     2.000     3.000         *     2.000         *     2.000     2.000     1.000     2.000     0.199     0.000     0.800     3.000  141 1527
     2.000         *     2.000         *         *     1.000     2.000     3.000     2.000         *     2.000         *     2.000     2.000     2.000     2.000     0.001     0.008     0.990     3.000  142 1527
     2.000     1.000     0.000     2.000     1.000     2.000     2.000     0.000     3.000     1.000     2.000     1.000         *     1.000     0.000     0.000     0.991     0.000     0.009     1.000  143 1527
     1.000     1.000     2.000         *         *         *         *         *         *         *         *         *         *         *         *         *     0.540     0.017     0.443     1.000  144 1527
     4.000     4.000     4.000     0.000     1.000     1.000     3.000     3.000     2.000     2.000     2.000     2.000     3.000     2.000     3.000     2.000     0.000     0.949     0.051     2.000  145 1527
     4.000     2.000     1.000     1.000         *         *     3.000     2.000     3.000     2.000     2.000     1.000     2.000     2.000     2.000     4.000     0.000     0.010     0.990     3.000  146 1527
         *     3.000     2.000     0.000     1.000     2.000     1.000     4.000     1.000         *     2.000         *     1.000     1.000     2.000         *     0.001     0.014     0.984     3.000  147 1527
     2.000     2.000     1.000     1.000     0.000     0.000     2.000     1.000     3.000     0.000     2.000     1.000     1.000     1.000     1.000     3.000     0.960     0.000     0.040     1.000  148 1527
     2.000     2.000     2.000     1.000     1.000     1.000     1.000     4.000     3.000     1.000     4.000     2.000     3.000     3.000     3.000     3.000     0.000     0.819     0.181     2.000  149 1527
     2.000     2.000     2.000         *         *     1.000     2.000     2.000     3.000         *     1.000     2.000     4.000     2.000     3.000     4.000     0.000     0.107     0.893     3.000  150 1527
         *     4.000     1.000     1.000         *         *     1.000     0.000     2.000         *     2.000         *     1.000     2.000         *         *     0.393     0.000     0.607     3.000  151 1527
         *         *     2.000         *         *         *         *         *         *         *         *         *         *         *         *         *     0.336     0.125     0.539     3.000  152 1228
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     0.001     0.998     3.000  153 1228
     2.000     3.000         *         *         *     2.000     2.000     0.000     3.000     0.000     0.000     3.000     2.000     2.000     2.000     2.000     0.015     0.000     0.985     3.000  154 1228
     2.000     2.000     0.000     0.000     1.000     2.000     1.000     2.000     3.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     0.117     0.000     0.883     3.000  155 1228
         *         *         *     1.000         *         *     2.000     2.000     2.000         *     1.000     2.000         *     1.000     2.000     1.000     0.149     0.000     0.850     3.000  156 1228
     2.000     1.000     2.000     0.000     0.000         *     1.000     3.000     2.000     1.000     1.000     2.000     2.000     4.000     2.000     1.000     0.000     0.000     0.999     3.000  157 1228
     2.000     2.000     2.000     1.000     1.000     0.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     1.000     1.000     2.000     0.075     0.000     0.925     3.000  158 1228
     3.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     0.000     1.000     0.000     2.000  159 1228
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     4.000     2.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000  160 1228
     2.000     4.000     4.000     2.000     1.000     2.000     3.000     4.000     3.000     1.000     0.000     4.000     4.000     4.000     4.000     4.000     0.000     1.000     0.000     2.000  161 1228
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     4.000     0.000     0.000     0.000     2.000     0.000     0.000     3.000     1.000     0.000     0.000     1.000  162 1228
     0.000     0.000     4.000     1.000     0.000     0.000     3.000     3.000     3.000     1.000     0.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000  163 1228
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     0.000     0.000     1.000     1.000     2.000     2.000     2.000     0.033     0.000     0.967     3.000  164 1228
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000     0.000     2.000     0.000     2.000     0.000     3.000         *     1.000     0.000     0.000     1.000  165 1228
     2.000     2.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000         *     0.000     0.000     2.000     2.000     2.000     2.000     0.035     0.000     0.965     3.000  166 1228
     0.000     0.000     0.000     2.000     1.000     2.000     0.000     0.000     4.000     0.000     1.000     1.000     2.000     4.000     3.000     4.000     0.004     0.000     0.996     3.000  167 1228
     2.000     1.000     1.000     0.000     0.000         *     0.000     2.000     2.000     0.000     1.000     1.000     2.000     2.000     2.000     4.000     0.172     0.000     0.828     3.000  168 1228
     1.000     0.000     3.000     0.000     0.000         *     1.000     0.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     1.000     0.000     0.000     1.000  169 1228
     1.000     0.000     2.000         *         *     1.000     1.000     1.000     2.000         *     1.000     0.000     1.000     1.000     1.000     3.000     0.995     0.000     0.005     1.000  170 1228
         *     0.000     3.000     0.000     0.000     0.000     0.000     0.000     4.000     0.000     0.000         *         *     0.000     0.000     2.000     1.000     0.000     0.000     1.000  171 1228
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     3.000         *     1.000     0.000     3.000     4.000     2.000     2.000     0.000     0.015     0.985     3.000  172 1228
     0.000     0.000     2.000     1.000     0.000         *     3.000     2.000     3.000     0.000     1.000     0.000     3.000     2.000     3.000     4.000     0.005     0.000     0.995     3.000  173 1228
     3.000     0.000     0.000     1.000         *         *     3.000     4.000     4.000         *     0.000     0.000     0.000     0.000     0.000     4.000     0.992     0.000     0.008     1.000  174 1228
     3.000     2.000     3.000     1.000     0.000         *     1.000     3.000     3.000     3.000     1.000     3.000     4.000     3.000     3.000     4.000     0.000     0.877     0.123     2.000  175 1228
     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000  176 1228
     4.000     4.000     4.000     1.000         *         *     4.000     2.000     2.000     3.000     2.000     4.000     3.000     4.000     4.000     4.000     0.000     1.000     0.000     2.000  177 1228
