438	4	2	2	.	.	1	1	2	2	3	2	2	2	2	1
439	4	3	2	1	0	.	3	2	2	3	3	4	2	2	3
440	4	1	3	0	.	1	3	3	.	2	1	.	2	2	4
441	.	2	.	2	.	.	3	3	2	.	.	.	.	.	.
442	4	3	2	1	1	2	2	2	2	3	.	3	2	2	2
443	3	3	3	.	0	.	2	3	.	3	3	2	2	2	2
444	0	0	2	1	0	0	2	2	3	1	0	3	1	1	2
445	0	0	0	.	0	1	4	0	0	0	0	0	0	1	0
446	0	1	2	.	.	.	1	0	1	2	1	1	0	0	1
447	1	1	3	1	0	2	2	2	0	2	1	3	2	2	4
448	1	2	1	1	.	0	1	1	.	2	2	2	2	2	0
449	2	1	2	0	0	1	2	2	2	1	3	2	2	2	2
450	1	0	3	0	0	0	1	1	1	1	3	1	0	0	1
451	2	3	2	1	1	1	1	1	1	1	2	2	1	2	1
452	4	3	2	1	0	.	3	4	3	3	3	4	2	2	3
453	1	0	3	0	.	.	.	.	.	1	1	.	.	.	.
454	3	2	1	0	.	.	0	0	0	3	1	0	1	2	1
455	4	0	1	.	0	1	2	1	0	3	2	2	2	2	1
456	4	4	0	1	.	0	0	0	0	3	4	0	1	2	1
457	4	2	3	.	.	.	1	1	0	2	2	2	2	2	2
458	1	0	2	0	1	2	0	1	1	1	1	3	3	2	3
459	2	0	0	0	0	.	0	0	0	4	0	.	0	0	1
460	3	0	1	1	.	0	3	1	0	2	1	2	1	0	4
461	2	1	2	0	.	0	2	2	.	2	0	2	0	2	4
462	4	0	3	2	2	2	2	4	3	4	4	4	4	4	4
463	3	3	2	0	0	.	0	0	0	3	1	0	0	1	0
464	1	3	1	2	1	2	2	4	3	3	2	2	4	2	2
465	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2
466	2	2	2	1	1	1	2	2	.	2	2	.	2	2	2
467	4	3	4	1	.	1	3	3	2	0	2	4	4	4	4
468	0	0	4	1	0	0	1	0	1	1	0	0	0	0	4
469	1	3	3	.	0	0	2	1	0	3	2	3	2	2	4
470	1	2	0	0	0	0	1	1	1	.	1	2	2	2	2
471	3	2	3	1	.	.	3	.	3	2	2	3	3	3	3
472	3	3	2	1	1	1	2	2	1	2	2	3	2	2	2
473	.	.	.	.	1	1	1	0	.	1	.	3	2	2	1
474	3	3	2	.	.	.	2	2	2	2	2	4	2	3	3
475	3	3	2	0	.	.	1	2	1	3	1	1	0	1	2
476	4	3	2	0	1	.	1	1	0	0	3	1	1	2	2
477	3	.	2	2	.	.	1	0	2	.	.	1	1	1	1
478	3	4	2	2	.	2	4	2	2	2	2	2	3	3	4
479	2	1	3	2	.	0	2	2	1	3	2	1	1	1	0
480	2	3	4	1	1	.	1	.	1	.	.	.	1	0	1
481	3	4	3	2	0	.	2	2	3	4	3	4	3	3	3
482	4	4	4	2	.	1	2	3	3	4	2	3	2	2	4
483	3	0	2	0	0	.	1	1	0	1	0	2	2	1	0
484	3	1	2	0	0	0	1	1	0	1	0	1	0	1	2
485	1	1	1	1	1	.	1	1	1	2	2	1	2	1	.
486	2	1	3	.	.	.	2	2	2	2	2	2	2	.	.
487	4	3	3	1	1	.	2	4	1	2	3	4	4	3	4
488	.	.	2	.	0	.	2	2	.	2	.	3	.	2	2
489	4	3	3	.	.	.	2	2	2	2	3	2	2	2	2
490	4	.	2	2	.	.	1	2	1	2	0	2	1	1	3
491	1	1	2	0	.	.	2	1	.	3	2	2	2	2	2
492	1	3	0	0	.	0	1	0	3	.	0	2	0	0	1
493	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0
494	2	2	1	.	.	.	2	0	1	1	1	0	.	.	.
495	1	1	3	1	1	1	0	2	0	3	2	2	2	2	2
496	2	2	2	1	1	1	0	0	0	0	1	2	2	3	3
497	2	2	2	1	1	1	2	2	2	3	3	0	2	2	2
498	2	2	2	1	0	1	2	2	2	3	3	2	2	2	2
499	1	2	3	0	0	.	2	2	0	2	0	1	1	1	2
500	2	1	1	0	0	.	0	0	0	1	.	2	0	0	0
501	4	.	3	1	.	2	0	0	.	1	0	0	0	0	0
502	4	0	2	0	0	1	1	0	2	3	2	2	0	0	0
503	2	0	1	1	0	0	1	1	1	0	1	2	2	1	1
504	3	3	4	0	0	2	4	4	1	1	0	4	4	4	4
505	2	2	2	2	.	.	1	1	1	1	.	1	2	2	2
506	4	0	0	2	2	2	1	4	1	0	0	2	2	2	2
507	3	1	1	0	0	0	1	1	1	1	1	2	1	1	1
508	0	0	2	0	0	1	0	0	1	2	0	1	0	0	0
509	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0
510	0	4	3	1	.	2	1	2	3	1	.	2	3	1	3
511	2	3	3	.	.	.	1	2	3	4	4	3	3	3	3
512	4	0	4	0	0	2	1	2	0	4	0	2	2	2	1
513	3	2	2	0	0	1	2	1	0	2	2	1	1	1	.
514	1	0	1	0	0	1	1	0	0	0	0	0	0	0	4
515	2	2	3	1	.	.	0	.	0	2	.	2	2	2	2
516	0	0	4	.	0	2	1	2	2	3	2	2	1	1	0
517	1	4	3	1	0	2	1	1	0	3	2	2	0	0	2
518	2	2	2	1	0	0	1	2	1	2	2	2	2	2	2
519	2	2	2	1	1	1	2	2	1	2	3	2	3	2	2
520	1	0	3	2	0	0	0	2	.	1	1	2	1	1	1
521	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
522	4	3	2	1	.	0	2	2	.	2	2	3	2	.	.
523	1	1	2	0	0	1	.	.	0	3	1	.	.	2	2
524	3	3	3	1	1	1	4	3	1	3	3	4	3	2	2
525	2	2	2	1	1	1	2	2	.	2	2	2	2	2	2
526	0	1	1	2	0	0	1	2	1	3	2	1	2	3	3
527	3	4	2	2	2	2	1	4	2	1	1	2	1	1	1
528	.	.	.	0	0	0	0	0	0	0	0	.	0	.	.
529	2	2	.	2	1	1	3	1	1	3	2	3	2	4	3
530	.	1	3	0	0	1	1	1	1	1	0	3	0	1	2
531	.	.	.	.	.	.	2	2	0	2	1	.	.	.	.
532	.	.	.	1	1	1	.	.	1	.	.	1	.	.	.
533	3	0	4	.	.	1	2	2	1	2	1	3	2	2	2
534	1	1	2	1	.	1	1	2	2	2	2	2	2	2	3
535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536	1	1	1	1	.	2	1	0	0	1	1	0	2	1	1
537	.	3	4	1	1	1	0	2	2	3	3	.	4	3	1
538	4	.	4	0	.	.	2	2	2	2	2	4	2	2	2
539	0	2	3	0	.	1	3	1	2	3	2	2	2	2	4
540	2	3	2	1	1	1	2	2	.	2	2	2	1	2	2
541	0	0	2	.	1	.	2	2	.	.	.	0	2	1	2
542	0	0	2	0	0	1	1	1	.	0	1	.	0	0	0
543	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2
544	2	0	2	.	0	2	2	1	1	2	0	4	2	2	3
545	3	2	4	1	0	1	2	2	1	2	2	3	3	3	3
546	3	1	2	0	.	1	2	2	1	2	2	2	1	1	3
547	3	1	2	0	.	1	2	2	1	2	2	2	2	2	3
548	1	1	2	1	0	1	2	2	1	2	2	2	2	2	2
549	4	2	4	0	0	1	1	2	2	1	2	4	3	3	3
550	4	3	4	1	.	1	2	3	3	1	2	4	.	2	4
551	3	1	2	1	1	1	1	3	2	3	2	2	3	3	3
552	4	4	2	0	1	2	2	3	2	1	2	4	2	3	4
553	2	.	2	0	1	0	3	1	2	2	2	2	2	4	0
554	2	0	2	0	0	2	2	2	0	2	2	4	1	2	2
555	3	3	2	.	.	0	2	2	2	.	.	.	.	.	.
556	3	3	1	1	0	1	3	3	2	3	2	4	3	2	3
557	2	1	2	1	0	2	2	1	1	2	2	2	2	2	1
558	4	2	3	0	0	2	0	1	1	2	.	2	1	2	4
559	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
560	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
561	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
562	3	2	3	1	1	1	2	2	0	3	3	2	2	2	2
563	.	2	2	0	0	1	0	0	.	.	.	.	.	.	.
564	.	.	.	.	.	.	.	.	.	2	2	3	.	.	.
565	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
566	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
567	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
568	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
569	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.
570	2	2	2	.	.	.	2	2	0	1	2	.	.	.	.
571	2	3	2	1	2	2	3	2	1	3	2	3	2	4	2
572	0	1	1	0	0	0	1	2	.	.	.	.	.	.	.
573	3	2	3	2	1	.	2	1	1	2	4	1	3	3	2
574	2	4	4	2	2	2	4	4	1	2	2	2	3	3	2
575	.	.	2	0	0	0	.	.	.	.	.	3	4	3	1
576	3	3	2	0	1	.	0	0	0	2	1	0	2	1	3
577	2	2	2	1	.	1	2	2	2	3	3	3	3	2	3
578	2	0	3	0	0	1	2	.	.	2	3	1	.	0	1
579	4	0	4	0	0	0	0	0	0	4	4	3	2	2	2
580	4	4	4	0	.	2	2	2	3	2	3	4	4	4	4
581	1	3	3	2	1	.	1	3	1	2	.	1	4	3	1
582	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
583	2	2	2	1	1	1	2	2	0	2	0	1	2	2	2
584	0	0	0	.	.	.	.	.	0	.	.	.	.	.	.
585	0	0	4	2	0	2	0	0	0	0	3	1	4	0	0
586	3	.	3	.	.	1	2	3	3	2	3	4	3	2	2
587	4	.	3	.	.	1	0	3	0	1	2	4	3	3	3
588	3	0	1	0	0	0	3	0	1	0	0	0	0	0	1
589	4	0	1	0	0	0	1	2	0	2	1	1	0	2	3
590	3	3	3	0	0	.	1	4	0	0	2	3	0	1	4
591	3	3	2	1	1	1	2	3	2	1	2	3	3	2	4
592	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
593	2	0	0	1	0	.	1	2	0	2	1	1	2	2	0
594	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
595	3	2	3	1	1	2	3	4	2	2	3	2	4	3	3
596	2	1	4	2	0	2	3	4	1	0	2	1	2	3	3
597	0	0	0	.	1	.	2	1	0	1	2	2	2	2	2
598	3	3	4	1	1	.	.	3	2	2	2	2	2	2	2
599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	4	4	4	1	1	1	4	4	1	4	3	3	4	3	3
601	4	2	3	0	.	.	3	3	.	0	1	3	2	4	2
602	2	4	2	1	0	0	4	2	0	3	2	3	3	3	4
603	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.
604	0	0	0	0	1	1	2	2	1	2	3	4	0	1	3
605	0	0	.	0	0	.	.	.	.	1	.	2	.	.	.
606	4	4	2	.	0	.	1	2	0	3	2	1	2	2	3
607	0	0	3	0	0	.	0	0	1	0	3	2	2	1	2
608	4	0	4	0	.	.	4	0	.	0	4	.	.	.	.
609	3	3	2	1	.	1	2	2	2	2	2	4	2	2	3
610	4	.	2	0	0	1	0	0	3	2	1	2	1	1	2
611	3	2	2	1	.	1	1	1	0	2	2	2	2	2	2
612	3	2	3	0	.	1	1	2	2	2	1	2	2	3	3
613	2	.	2	0	.	.	2	3	1	0	0	4	.	2	3
614	.	.	3	.	.	1	2	.	1	2	.	4	.	.	.
615	0	0	2	1	.	0	2	2	1	3	2	0	2	2	3
616	3	2	1	0	0	.	1	1	0	1	2	2	2	2	3
617	.	.	.	0	.	.	0	0	.	1	.	1	.	.	4
618	3	0	3	0	.	.	1	1	1	2	2	3	2	3	3
619	3	0	3	1	1	.	3	3	1	2	2	4	3	2	2
620	0	0	2	0	0	2	2	2	1	3	1	2	1	1	3
621	4	0	4	0	0	.	0	0	.	1	4	2	3	3	4
622	0	0	2	.	1	1	2	2	3	0	0	2	3	3	4
623	0	0	0	0	0	0	0	0	0	3	3	1	1	1	1
624	2	1	2	0	0	0	2	2	1	2	2	3	1	2	.
625	3	1	2	2	0	0	3	2	1	2	.	2	2	3	3
626	2	1	2	1	0	2	2	2	1	2	2	2	3	2	2
627	.	.	0	.	.	1	2	3	2	3	1	3	1	3	4
628	3	0	4	0	0	1	0	4	1	1	4	3	4	3	4
629	0	0	3	0	0	.	2	1	0	1	1	1	0	0	4
630	0	0	3	1	1	1	2	2	0	2	2	4	3	2	2
631	4	0	4	0	.	.	2	2	2	2	1	3	3	3	3
632	3	0	2	0	0	.	2	1	.	1	1	4	1	2	4
633	2	2	1	1	0	0	1	1	.	1	2	2	1	2	3
634	2	0	3	1	0	.	2	1	1	2	2	1	1	1	1
635	4	3	4	.	.	.	2	4	0	3	3	4	3	4	4
636	3	3	3	.	.	.	.	.	.	.	.	.	.	.	.
637	2	2	3	.	0	.	0	2	1	2	2	2	0	2	3
638	1	0	1	1	0	0	1	1	0	1	1	2	1	1	1
639	3	0	2	0	0	.	0	1	.	1	0	.	2	1	3
640	.	.	3	1	0	0	2	4	2	2	1	2	2	2	2
641	4	4	1	1	0	2	0	1	0	2	2	2	2	3	2
642	2	2	2	1	.	1	2	2	2	2	2	4	3	3	2
643	.	.	3	.	.	.	.	3	.	.	3	3	.	.	.
644	2	0	3	1	0	.	2	2	1	2	2	3	2	2	.
645	2	3	1	1	1	.	2	3	1	3	1	3	3	2	.
646	.	.	.	1	.	0	1	1	0	1	2	1	2	1	2
647	4	1	2	1	.	.	1	2	.	1	3	1	2	2	2
648	4	4	2	.	.	1	2	0	1	0	1	3	2	3	2
649	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1
650	1	1	3	.	0	.	1	1	0	2	1	1	.	.	.
651	0	0	.	0	0	0	1	0	1	0	0	0	2	0	2
652	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0
653	2	2	2	0	.	.	2	3	1	3	.	3	3	3	3
654	1	2	1	0	0	.	1	1	1	3	2	2	3	2	2
655	.	1	.	.	.	.	4	2	2	3	2	2	2	2	2
656	4	0	4	1	0	0	0	2	2	2	2	2	2	2	1
657	3	2	2	1	2	.	3	2	0	2	3	1	3	2	2
658	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1
659	4	0	3	1	0	.	2	1	0	1	3	.	2	3	1
660	3	.	2	.	.	.	2	2	3	3	2	2	2	2	.
661	4	2	0	1	0	0	1	3	1	4	3	2	3	2	4
662	2	.	2	1	.	1	2	2	2	3	.	2	2	.	3
663	0	0	3	1	0	0	1	1	0	1	0	1	1	1	1
664	2	1	1	0	0	0	0	1	1	1	.	1	2	2	2
665	.	.	.	.	.	.	0	.	.	2	2	.	.	.	2
666	3	1	1	0	.	0	2	1	2	2	2	2	1	1	2
667	4	.	.	1	1	.	4	4	1	2	4	2	3	4	.
668	0	0	2	0	1	.	0	0	0	1	0	2	2	3	.
669	1	0	2	1	0	.	2	3	0	2	1	4	0	2	2
670	2	1	1	0	0	0	0	1	0	0	2	2	0	0	2
671	2	4	2	1	0	1	2	2	2	2	3	3	3	2	1
672	3	0	2	0	0	0	0	0	0	2	1	2	0	1	2
673	0	1	3	1	.	.	2	2	.	1	2	2	1	2	0
674	0	0	.	0	0	0	3	3	3	2	.	2	.	3	4
675	3	1	3	1	.	.	1	3	3	2	1	4	2	4	4
676	3	1	3	1	0	.	2	2	2	2	3	2	2	2	2
677	.	.	.	0	.	0	1	1	.	0	.	2	.	2	4
678	3	3	4	1	1	1	1	1	2	1	2	2	1	2	2
679	0	1	2	0	0	0	1	1	2	2	3	1	2	1	0
680	3	.	3	1	.	.	1	2	2	3	3	2	3	3	3
681	3	.	.	.	.	.	4	4	2	2	3	4	3	3	3
682	4	2	2	1	.	.	2	.	1	0	2	2	2	2	2
683	3	2	3	2	1	1	3	2	1	0	3	3	2	3	4
684	1	1	2	0	.	1	1	1	1	2	1	2	2	2	3
685	3	1	3	0	0	0	0	2	3	2	2	3	2	2	3
686	3	1	2	0	0	0	1	1	1	0	1	2	2	2	1
687	.	3	3	.	0	0	2	2	3	2	3	3	4	4	4
688	0	.	2	0	0	1	1	1	.	.	.	.	.	.	.
689	0	0	2	0	0	0	1	0	0	1	1	0	1	1	1
690	.	.	2	0	.	0	1	1	0	2	1	2	0	1	.
691	1	0	2	1	0	.	1	1	0	2	1	2	1	1	2
692	4	3	3	.	.	1	2	0	2	2	2	2	2	3	3
693	0	0	3	0	0	.	1	2	3	0	1	2	1	1	2
694	1	2	.	.	.	.	2	.	.	.	.	1	.	0	.
695	3	.	0	.	.	.	0	0	0	1	0	0	0	0	1
696	3	1	2	1	.	1	3	2	1	1	2	3	2	1	3
697	2	1	2	0	.	.	1	2	.	2	3	2	2	2	2
698	3	2	0	2	.	2	0	1	0	0	.	2	1	1	4
699	.	0	3	0	1	.	0	3	.	0	.	2	1	3	2
700	3	1	3	1	0	.	1	2	3	2	2	2	2	2	3
701	.	.	3	0	0	0	1	2	0	1	0	2	0	2	3
702	3	0	0	1	0	1	0	2	2	0	2	2	0	1	2
703	2	4	4	0	.	.	2	1	3	1	3	2	0	1	2
704	3	3	2	.	0	.	2	2	0	1	2	3	3	3	0
705	4	1	2	0	0	.	2	2	2	2	0	4	2	2	2
706	4	2	3	1	.	2	2	2	3	0	2	2	2	2	3
707	4	3	2	0	0	0	2	2	1	1	1	3	0	1	3
708	4	4	0	.	.	1	3	3	3	2	3	3	2	2	4
709	4	.	.	.	.	.	.	.	.	4	4	4	4	4	4
710	4	0	0	.	0	1	2	0	1	2	0	3	2	1	0
711	2	4	4	1	2	1	1	3	2	2	1	2	3	3	2
712	4	3	2	0	.	.	1	3	2	1	3	4	3	3	4
713	4	2	2	1	.	.	1	2	1	1	3	2	3	2	3
714	2	1	3	0	.	.	3	1	1	0	1	2	2	2	1
715	0	4	1	0	.	.	2	2	2	2	.	2	0	0	3
716	3	3	2	.	.	.	0	0	1	0	0	0	3	3	1
717	4	3	2	2	0	2	4	4	0	3	3	2	3	2	3
718	4	0	4	2	.	.	1	1	3	2	3	2	3	3	3
719	2	2	3	.	.	.	1	3	2	2	2	2	2	2	2
720	2	0	3	0	0	1	0	0	1	0	0	0	0	0	4
721	3	2	2	.	.	.	3	3	2	2	2	2	3	3	2
722	4	0	3	.	.	1	0	0	.	4	1	0	1	2	.
723	1	0	0	.	.	.	.	.	.	.	.	0	1	1	3
724	0	0	2	0	0	0	0	0	1	1	1	1	1	0	2
725	2	1	4	.	.	.	.	2	1	4	1	2	2	2	2
726	1	0	1	0	0	1	1	2	2	1	2	2	2	1	3
727	0	3	4	1	.	.	4	4	3	3	4	4	3	2	3
728	3	1	3	0	0	1	0	1	0	2	3	1	1	2	2
729	3	1	2	.	1	.	2	1	.	1	.	.	1	1	.
730	4	0	2	1	.	.	2	0	2	2	1	2	3	3	1
731	.	.	2	1	0	0	1	1	2	1	.	2	.	1	1
732	3	.	2	1	.	2	2	2	2	2	3	3	2	3	3
733	3	0	1	0	0	1	1	2	1	1	2	2	2	2	1
734	3	2	2	1	.	0	2	3	1	2	2	2	2	2	0
735	3	3	3	.	.	1	2	3	2	3	2	2	3	3	2
736	3	0	2	1	0	2	0	2	2	2	3	2	2	2	2
737	4	.	4	1	1	2	4	3	1	4	4	4	4	4	4
738	3	1	2	.	0	.	2	1	3	1	3	2	2	1	2
739	2	1	3	1	1	1	2	1	0	1	1	1	3	3	4
740	4	4	4	0	1	2	3	4	3	3	3	4	4	3	3
741	4	0	.	.	.	.	.	.	3	2	.	4	.	.	.
742	0	4	3	.	.	.	0	0	3	4	0	3	0	0	4
743	3	.	3	.	.	2	0	1	.	3	2	2	3	3	3
744	3	.	2	1	.	1	3	2	1	0	4	2	2	2	3
745	4	.	2	2	0	.	0	2	3	1	2	4	0	2	3
746	4	4	4	.	0	.	2	2	2	2	2	3	3	3	3
747	2	0	2	0	0	2	0	0	1	2	0	2	2	2	.
748	2	.	2	2	1	1	1	2	1	2	2	2	3	2	3
749	4	0	3	0	0	0	0	3	1	2	2	3	2	2	1
750	0	0	0	2	0	.	0	2	0	0	0	2	2	2	2
751	0	0	1	.	0	0	3	3	.	0	2	4	3	2	3
752	.	.	2	.	.	.	2	2	.	2	2	2	.	.	3
753	0	0	3	0	.	1	1	2	0	2	2	2	3	3	2
754	2	.	.	0	0	.	2	2	1	.	.	3	2	2	3
755	4	4	4	2	2	2	4	4	0	0	0	0	0	3	4
756	.	0	2	.	.	.	2	3	.	4	3	3	2	3	1
757	2	.	.	0	0	.	1	.	.	.	.	1	3	3	2
758	0	0	4	1	0	0	0	0	1	2	0	0	0	0	0
759	2	0	2	1	.	.	2	3	.	0	3	4	3	3	3
760	4	0	0	1	2	2	0	3	0	1	1	2	2	1	2
761	0	0	0	0	0	.	0	0	0	2	0	0	0	0	0
762	2	.	3	.	.	.	.	3	2	2	2	3	3	2	3
763	2	0	3	1	2	.	2	2	0	3	0	4	1	1	4
764	4	0	2	1	0	.	2	0	0	2	2	1	1	1	1
765	4	.	4	.	.	2	2	2	3	.	.	3	.	.	.
766	.	.	2	.	.	.	.	.	.	.	.	.	.	.	.
767	0	.	3	1	.	1	2	0	1	2	0	2	1	2	2
768	2	0	1	0	0	.	0	1	0	2	1	4	1	4	2
769	.	.	2	2	.	.	2	3	.	2	2	4	2	.	2
770	4	3	3	1	.	.	2	4	2	2	3	4	3	3	2
771	2	2	3	.	0	1	2	3	2	2	2	3	2	3	1
772	2	2	3	1	0	0	1	2	1	2	2	3	2	2	3
773	4	.	4	0	0	.	2	2	3	2	2	2	2	2	.
774	4	.	2	.	.	.	1	.	.	4	2	1	3	.	3
775	2	0	3	.	.	.	2	3	1	3	1	3	2	3	3
776	.	0	1	1	0	1	3	2	0	2	0	1	2	1	3
777	2	3	3	2	2	1	1	4	2	3	3	3	3	3	3
778	3	3	0	1	.	1	3	2	3	2	3	3	2	2	4
779	4	0	0	1	2	.	2	2	1	3	0	.	4	3	2
780	2	1	2	1	1	1	0	2	2	2	1	2	2	2	2
781	3	2	2	.	0	.	1	2	0	1	1	2	1	2	0
782	2	1	2	0	1	.	0	.	0	4	.	2	.	.	.
783	.	.	3	0	0	0	2	2	0	1	2	3	2	2	2
784	3	1	1	1	.	.	.	.	.	.	.	.	.	.	.
785	.	.	1	1	.	.	2	2	.	3	2	2	1	2	2
786	.	0	4	.	.	.	2	2	1	2	3	2	2	2	3
787	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2
788	2	0	2	2	0	1	0	1	3	3	1	1	1	2	4
789	3	3	0	.	.	.	4	1	2	1	.	3	2	3	1
790	0	0	2	0	0	1	1	0	1	.	.	.	.	.	.
791	4	2	2	1	.	1	1	2	.	2	3	2	3	3	3
792	3	0	1	0	0	.	2	3	1	2	0	1	3	2	3
793	2	3	2	1	.	.	2	3	.	3	.	3	3	3	2
794	.	0	2	.	.	1	2	2	.	0	1	1	.	1	2
795	2	0	3	.	.	.	2	3	2	2	1	3	1	2	.
796	.	.	3	0	.	.	1	2	.	.	.	3	.	1	3
797	4	4	4	1	1	1	2	2	3	3	4	3	3	4	4
798	1	0	4	1	.	.	1	3	1	1	1	1	1	2	1
799	1	0	3	0	0	2	0	3	2	2	3	1	0	0	2
800	4	3	4	2	1	.	1	.	2	3	2	2	2	2	3
801	2	2	2	1	1	1	.	.	.	.	.	.	.	.	.
802	4	4	3	1	.	.	2	3	0	4	2	.	2	.	.
803	0	0	2	1	0	1	1	0	0	0	1	3	1	2	2
804	0	0	2	0	0	0	0	0	2	2	2	.	2	2	.
805	1	2	2	0	0	1	0	0	0	3	1	0	1	0	4
806	3	1	4	0	.	2	1	2	1	2	2	3	2	2	1
807	3	0	4	0	0	0	1	2	0	2	0	1	0	1	2
808	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
809	3	2	3	1	.	.	3	4	.	2	3	4	3	3	.
810	4	3	.	2	2	2	4	4	3	4	3	4	4	4	4
811	2	3	4	1	.	.	1	2	2	2	2	2	.	.	.
812	0	2	3	1	.	1	2	2	1	3	3	3	3	3	3
813	.	.	.	.	.	.	1	0	0	2	.	1	0	2	3
814	3	1	2	1	1	.	1	2	1	2	1	3	.	.	.
815	2	3	3	1	0	.	3	4	3	4	2	3	3	4	.
816	.	3	.	.	.	.	.	.	.	1	.	4	3	3	.
817	3	2	4	1	.	1	3	3	1	1	2	4	3	2	2
818	4	4	4	1	2	1	4	3	3	4	4	4	4	4	4
819	3	.	2	.	.	.	2	2	.	2	.	0	.	2	.
820	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
821	.	.	2	0	.	.	.	.	.	.	.	.	.	.	.
822	2	2	2	1	1	1	2	2	1	.	.	.	.	.	.
823	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
824	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
825	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
826	4	3	2	1	0	.	.	.	.	.	.	.	.	.	.
827	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
828	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
829	2	2	2	.	0	.	2	2	.	2	1	0	1	1	1
830	2	2	3	.	.	.	1	2	0	2	2	2	2	2	3
831	4	0	4	1	0	1	3	3	3	3	3	4	3	2	3
832	3	2	4	1	1	1	4	4	3	3	4	4	4	4	4
833	2	1	3	1	2	1	1	3	3	3	3	3	3	2	2
834	3	0	1	1	0	.	3	1	3	1	3	1	1	2	2
835	2	3	3	0	1	1	2	2	2	2	2	2	4	3	2
836	0	0	3	.	0	.	1	2	2	3	1	3	1	2	1
837	0	0	0	0	0	0	4	4	0	0	0	.	0	0	0
838	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	1	3	2	0	1	0	2	1	2	.	.	.	.	.	.
841	1	2	.	.	0	1	2	0	1	3	2	.	4	3	.
842	1	1	4	.	.	.	.	.	.	.	.	.	.	.	.
843	3	3	3	.	.	.	1	3	0	4	4	3	3	3	3
844	2	3	3	2	1	1	4	4	1	4	2	4	4	3	3
845	1	0	4	1	0	0	2	3	0	2	2	4	4	1	3
846	0	1	1	0	2	0	2	0	0	.	.	1	2	1	3
847	2	3	4	2	0	1	2	4	2	3	2	3	4	3	4
848	3	3	1	1	0	1	1	3	2	4	4	2	4	3	1
849	2	.	2	0	.	2	2	1	.	4	2	2	.	1	3
850	0	1	0	1	0	1	2	.	1	1	1	0	1	0	.
851	0	0	1	2	0	0	1	1	.	0	0	.	.	.	.
852	1	0	0	0	0	0	4	4	3	4	4	2	0	4	1
853	3	3	2	1	1	1	1	2	2	3	3	2	3	3	2
854	3	2	2	2	1	1	2	0	0	2	1	2	4	3	1
855	4	3	4	1	1	1	2	2	2	3	3	3	3	3	3
856	4	2	.	0	0	0	2	2	0	.	.	0	0	0	0
857	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
858	0	0	3	0	0	0	2	1	0	1	1	0	1	1	0
859	3	4	3	2	0	0	0	0	0	4	4	0	1	1	0
860	.	.	0	.	.	.	.	.	.	.	.	.	.	.	.
861	4	3	4	1	0	1	2	1	1	4	3	2	.	.	2
862	2	0	2	0	0	0	0	2	0	3	0	1	3	3	2
863	3	2	4	0	0	0	2	1	1	4	2	1	1	1	1
864	3	2	.	.	.	.	.	.	.	.	.	.	.	.	.
865	.	.	.	.	.	.	.	.	.	1	0	.	0	.	.
866	0	0	3	.	0	0	1	2	1	2	1	1	0	1	2
867	1	0	2	0	0	0	1	2	0	2	1	1	1	1	2
868	2	4	4	0	0	.	0	1	0	1	3	1	2	1	0
869	2	1	1	2	1	2	2	2	1	1	1	2	2	2	2
870	2	1	1	0	0	0	1	2	0	2	2	2	2	2	2
871	2	2	3	1	1	1	3	3	1	1	1	1	4	4	4
872	2	.	2	0	0	0	0	1	1	2	2	2	0	2	.
873	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0
874	0	2	3	0	1	0	0	2	1	0	0	0	0	0	0
