225	3	3	2	1	0	1	3	3	.	3	3	3	3	3	3
226	2	0	2	0	.	.	2	0	1	2	2	0	0	0	4
227	2	2	4	2	.	.	2	2	2	2	3	3	2	3	3
228	2	2	0	1	0	0	1	1	0	1	0	0	0	0	0
229	.	.	.	0	0	.	2	3	3	2	.	3	0	.	4
230	.	.	2	0	0	.	2	2	1	2	2	3	3	2	4
231	1	1	2	0	.	.	2	3	.	2	.	.	.	2	1
232	2	1	2	1	.	.	.	.	.	.	.	.	.	.	.
233	4	2	2	1	0	.	1	4	0	3	2	4	3	3	1
234	4	3	2	2	.	.	2	2	1	2	2	2	3	2	2
235	.	.	.	0	0	0	3	3	2	1	0	2	.	2	3
236	3	1	2	0	0	0	1	1	0	1	0	1	1	0	1
237	2	1	2	0	0	0	2	1	2	2	1	1	1	2	4
238	2	0	2	0	0	0	2	2	0	2	1	1	2	1	2
239	0	0	0	0	0	1	1	1	0	2	0	3	1	1	2
240	0	0	1	0	0	0	0	0	0	3	0	1	0	1	.
241	1	2	4	0	1	0	1	3	0	1	0	3	1	2	3
242	0	0	1	0	0	.	1	1	1	1	4	1	1	2	4
243	2	0	4	1	0	0	2	2	0	1	2	1	1	2	2
244	2	3	3	1	2	1	2	4	0	3	.	2	3	3	2
245	0	2	3	0	0	0	2	0	0	0	0	1	0	0	1
246	2	0	0	0	0	.	0	0	0	0	1	0	0	0	1
247	3	1	4	1	.	1	2	3	2	4	2	4	3	3	3
248	.	.	.	0	0	0	0	0	0	1	0	1	.	1	2
249	3	2	2	0	0	0	2	3	1	1	.	3	2	1	2
250	0	0	3	1	.	.	2	2	0	2	1	4	2	2	4
251	3	0	2	1	0	.	2	0	2	3	0	2	2	1	4
252	4	4	1	0	.	.	3	4	3	3	.	3	2	3	3
253	2	1	0	2	1	2	2	0	.	4	.	1	4	3	1
254	1	0	3	1	0	2	2	2	1	3	2	3	3	3	2
255	.	0	0	0	.	.	2	2	0	3	1	2	1	1	1
256	2	4	4	1	1	.	3	3	2	4	3	2	3	4	4
257	0	0	4	.	0	.	0	1	1	1	0	2	1	2	3
258	2	2	0	2	0	0	0	0	2	2	1	2	2	2	2
259	1	1	4	0	.	.	2	2	0	2	2	4	2	3	4
260	3	0	3	.	0	.	2	1	2	2	2	3	2	1	3
261	1	0	1	0	0	.	2	0	0	1	.	0	0	1	0
262	4	2	2	1	0	0	3	3	0	4	2	4	0	2	4
263	0	2	3	.	.	.	2	3	1	3	3	4	3	3	4
264	1	2	3	0	.	1	2	1	0	1	1	2	2	2	3
265	2	3	.	0	.	1	0	3	3	3	3	1	3	3	3
266	3	4	2	.	.	.	2	2	0	2	2	3	2	2	3
267	1	0	3	0	0	2	2	3	0	2	.	0	0	0	0
268	.	.	2	.	.	1	2	2	3	2	.	4	4	4	4
269	.	.	0	.	.	.	.	.	.	.	.	.	.	.	.
270	0	0	3	.	.	.	0	0	0	1	0	1	0	1	.
271	4	4	3	1	.	.	3	4	3	2	3	4	3	3	4
272	0	0	2	0	0	.	0	2	0	2	0	.	.	0	.
273	3	1	3	1	.	.	2	1	3	2	1	2	2	2	3
274	3	2	3	0	.	.	2	3	1	3	2	2	.	.	2
275	3	2	1	1	.	1	1	0	2	0	2	0	1	0	1
276	3	4	2	0	0	0	2	2	0	2	2	2	2	1	3
277	3	2	1	.	0	0	1	1	1	2	4	3	1	2	1
278	0	0	2	0	0	1	1	1	0	1	0	0	0	1	3
279	1	.	3	1	0	0	2	2	0	1	2	2	0	2	1
280	2	0	0	1	0	1	0	1	0	0	0	1	0	2	1
281	0	0	3	0	0	0	1	2	0	2	0	.	.	.	.
282	2	2	3	0	0	0	2	3	2	2	3	4	3	3	2
283	2	3	1	.	.	.	2	2	2	2	2	2	0	2	3
284	.	.	4	.	.	.	2	3	.	2	.	4	.	3	3
285	0	0	3	0	0	0	1	2	0	3	0	4	1	2	2
286	3	1	3	1	0	1	2	1	0	2	0	1	1	1	4
287	4	2	1	0	0	.	2	1	1	2	3	1	3	3	.
288	.	2	2	.	.	.	2	1	1	1	0	3	2	3	3
289	1	3	0	0	0	0	.	.	1	0	0	0	0	1	.
290	3	4	0	2	0	2	1	2	0	3	2	3	2	3	3
291	1	0	2	1	0	0	0	2	1	2	.	2	0	0	2
292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
293	3	1	0	1	.	.	1	1	0	4	.	1	2	1	2
294	2	2	3	1	.	.	2	2	2	2	2	2	2	2	2
295	1	1	2	0	0	0	1	0	0	2	2	3	1	1	1
296	.	1	3	.	.	.	2	2	.	2	2	3	.	.	.
297	3	0	3	2	0	.	1	3	1	2	1	2	4	3	2
298	3	0	3	.	0	1	0	1	1	4	3	2	0	1	1
299	1	1	4	1	0	.	3	2	1	2	2	3	2	2	1
300	2	2	3	.	.	.	3	4	1	3	1	3	3	3	2
301	3	0	2	0	0	0	1	1	0	2	1	0	0	0	0
302	3	3	2	.	.	.	3	1	1	3	.	0	1	2	1
303	3	1	2	1	0	.	2	3	0	3	2	2	2	1	3
304	3	1	3	1	0	.	2	2	0	2	.	2	.	2	3
305	4	0	2	0	0	0	2	2	.	4	.	2	2	2	3
306	2	0	2	1	0	0	2	1	0	1	1	0	1	1	0
307	2	0	3	1	.	.	1	0	0	3	1	2	2	2	3
308	2	.	4	.	.	.	2	3	0	3	0	4	3	3	3
309	2	.	2	0	0	.	1	3	0	2	0	1	2	0	3
310	2	2	2	0	.	.	0	2	0	2	2	.	.	.	2
311	0	0	3	.	0	.	1	2	1	1	1	2	.	2	2
312	3	2	2	1	0	.	3	3	1	1	.	1	.	3	2
313	2	0	3	.	.	.	2	2	0	1	0	2	1	1	2
314	2	1	2	0	0	.	2	2	0	2	1	3	0	0	3
315	3	1	4	0	0	0	3	3	2	3	2	3	4	3	2
316	1	0	2	1	0	.	0	2	1	2	3	1	2	2	0
317	4	4	4	.	0	.	3	2	2	3	2	3	2	2	1
318	.	2	2	.	.	.	.	.	.	.	.	.	.	.	.
319	3	3	1	0	0	1	2	2	2	3	3	3	0	3	3
320	4	4	4	1	2	2	4	4	3	4	4	4	4	3	3
321	2	3	3	1	1	1	2	1	0	1	2	2	2	2	3
322	2	0	0	0	0	0	1	0	0	0	.	0	1	2	3
323	2	1	2	0	0	0	2	0	1	2	2	0	1	0	1
324	4	4	2	2	.	.	2	2	3	4	4	2	4	2	4
325	2	.	2	2	0	0	0	0	0	1	1	0	0	1	3
326	2	2	2	1	0	.	2	0	0	2	2	0	2	1	1
327	.	0	0	.	.	.	0	3	0	.	.	.	.	3	3
328	3	1	2	.	.	.	2	3	1	2	2	2	1	1	2
329	3	2	2	.	.	.	2	0	.	2	0	.	2	2	0
330	3	2	3	.	.	.	2	2	0	2	0	3	3	2	.
331	1	1	2	0	.	.	1	0	0	1	1	1	1	0	0
332	2	2	2	0	.	.	1	0	0	2	2	0	2	1	0
333	2	0	2	0	.	.	1	3	.	3	1	3	4	4	3
334	1	0	1	0	0	0	0	2	0	3	0	2	1	2	.
335	4	1	2	2	1	0	2	.	1	3	2	2	.	3	4
336	3	3	3	0	1	2	2	0	0	2	3	2	4	2	4
337	2	0	0	0	0	0	1	0	1	2	0	.	.	.	.
338	3	0	2	.	0	1	1	3	2	2	2	3	2	3	1
339	3	2	1	0	0	.	2	2	1	2	2	2	2	2	2
340	4	3	4	.	2	.	2	4	2	2	3	3	2	2	.
341	2	0	2	1	0	.	2	2	.	2	2	.	2	0	3
342	2	2	1	1	0	.	1	1	1	2	.	1	1	0	1
343	4	0	3	1	0	1	3	2	2	2	0	3	0	2	3
344	0	2	3	1	0	.	2	1	0	2	2	0	2	2	0
345	3	1	1	1	0	0	0	1	0	1	1	1	1	2	1
346	4	3	2	1	.	1	3	3	2	2	2	3	2	3	2
347	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
348	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
349	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0
350	4	4	4	2	1	1	0	3	1	1	2	4	4	4	4
351	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
352	0	0	0	0	0	0	.	0	0	0	0	0	0	0	0
353	3	3	2	1	1	1	2	0	0	3	3	3	2	3	2
354	4	4	3	1	0	1	2	3	2	.	.	3	3	3	3
355	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2
356	.	4	4	2	2	2	4	4	3	4	4	.	4	4	4
357	3	3	2	1	.	1	3	3	3	2	2	2	2	2	3
358	4	0	4	0	.	.	0	0	.	1	3	1	1	1	2
359	1	1	1	1	.	.	0	0	1	0	1	1	1	1	1
360	4	2	1	0	0	1	2	2	1	3	2	3	2	2	3
361	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
362	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
363	.	.	.	1	1	1	1	1	0	1	3	0	.	2	.
364	2	0	2	0	.	0	3	2	2	3	1	4	2	2	2
365	3	2	3	0	1	0	2	4	2	3	2	2	3	1	2
366	4	2	4	2	1	2	1	3	3	1	2	3	3	4	3
367	3	2	2	1	0	1	1	2	2	2	1	1	2	3	3
368	4	3	3	1	1	1	2	2	1	2	3	3	3	4	3
369	2	2	3	0	0	0	2	3	3	0	2	3	2	3	2
370	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2
371	1	0	1	.	.	0	1	0	1	2	3	2	1	1	1
372	.	.	.	.	.	.	2	2	3	3	.	2	.	.	.
373	2	1	2	2	0	.	0	2	1	4	1	2	1	0	1
374	3	2	2	1	.	.	2	2	.	2	3	3	3	2	3
375	3	3	3	1	1	1	2	2	2	3	2	3	3	3	3
376	0	0	2	1	.	0	0	0	0	3	2	1	1	1	2
377	.	.	.	.	.	.	.	.	.	.	.	.	2	2	2
378	4	1	2	0	0	2	2	1	.	2	2	1	2	1	3
379	3	4	2	0	1	0	1	2	3	3	4	4	4	4	4
380	3	0	3	0	0	1	0	0	0	1	1	1	2	2	2
381	2	2	3	1	0	1	3	1	.	2	3	1	.	.	.
382	2	1	2	1	1	1	2	2	1	1	2	.	2	2	3
383	.	.	3	.	0	1	2	1	1	0	2	1	1	.	3
384	2	3	1	0	1	0	2	0	1	0	1	3	3	2	0
385	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
386	3	2	1	.	0	1	2	0	1	4	1	3	.	0	2
387	4	3	3	2	0	.	1	3	3	2	4	3	2	2	1
388	4	.	4	.	.	.	.	3	.	3	.	2	3	3	2
389	4	2	3	1	1	1	2	3	2	1	3	2	3	2	2
390	1	0	1	.	.	1	0	0	0	0	2	1	0	0	0
391	2	2	2	0	0	0	2	2	.	2	0	2	2	2	2
392	.	.	0	1	0	.	.	.	.	2	2	3	.	1	2
393	3	0	1	0	.	1	1	1	1	2	2	1	1	0	1
394	1	2	2	1	0	.	1	1	.	1	0	2	2	2	1
395	4	3	3	0	0	.	3	2	0	3	1	2	3	3	3
396	3	1	2	1	0	0	0	1	0	2	3	0	1	1	0
397	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
398	3	0	3	1	1	1	3	3	2	2	3	3	3	3	3
399	4	1	3	1	.	0	1	2	3	2	3	3	1	1	2
400	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
401	2	0	1	.	0	2	1	1	3	2	2	2	.	.	2
402	4	2	2	0	.	2	2	0	1	1	2	2	2	2	2
403	3	4	4	2	.	.	3	3	3	3	3	4	3	3	4
404	2	1	2	2	1	.	2	3	1	2	1	2	2	2	1
405	4	3	3	.	.	2	1	1	3	3	0	3	3	4	4
406	3	0	2	2	0	1	2	2	1	4	3	2	3	2	4
407	2	2	1	0	1	0	0	0	0	2	2	2	2	2	2
408	3	2	3	1	1	.	3	3	2	3	2	3	3	3	3
409	4	2	3	1	0	.	2	1	3	2	2	2	2	3	4
410	4	3	2	1	.	2	2	1	1	2	3	3	2	2	2
411	1	2	2	1	0	.	1	0	1	3	2	.	1	1	1
412	2	0	2	.	0	.	1	0	0	2	4	2	1	1	4
413	3	2	3	.	.	.	3	3	2	2	3	3	2	2	3
414	2	.	1	.	0	.	2	3	1	2	2	3	2	1	2
415	4	4	2	1	0	.	0	1	1	4	3	3	3	3	4
416	3	3	4	1	1	1	2	3	2	2	2	4	3	3	3
417	4	2	2	1	.	.	2	3	1	2	.	.	2	2	2
418	3	0	0	0	.	.	2	.	0	0	1	0	2	1	0
419	4	2	2	2	.	0	3	2	.	1	1	0	2	3	2
420	3	4	4	1	0	1	1	1	2	3	3	0	3	3	2
421	0	2	0	0	.	.	0	0	0	2	.	.	0	1	.
422	3	1	1	1	.	2	0	1	3	1	3	2	2	2	1
423	0	2	2	0	.	.	2	4	1	.	.	1	3	3	4
424	0	0	2	0	0	0	1	0	0	.	0	2	2	1	1
425	3	0	2	1	0	.	2	0	.	1	.	1	0	0	.
426	4	.	2	0	.	1	2	.	.	2	2	2	.	.	.
427	2	2	3	1	1	.	3	2	1	2	2	2	2	2	2
428	3	2	2	1	.	.	2	3	3	2	3	4	3	2	3
429	2	2	1	1	.	1	1	2	1	3	2	2	1	2	2
430	4	2	3	1	0	0	2	2	2	3	2	2	2	2	2
431	4	1	1	.	.	.	2	3	1	3	2	3	3	2	.
432	4	2	4	1	.	.	3	4	3	4	.	3	3	3	4
433	2	1	2	1	2	0	1	.	1	3	2	2	3	3	3
434	4	2	3	1	0	2	2	3	2	3	3	3	2	2	2
435	2	.	2	.	0	.	3	.	.	3	2	3	2	2	.
436	2	0	0	0	.	.	2	4	3	3	.	3	2	1	3
437	4	1	2	1	.	2	4	4	0	2	3	2	3	3	2
